School_ID,SCHOOL NAME,City,State,Zip,Phone,Student_Count_Total,Student_Count_Low_Income,Student_Count_English_Learners,Dress_Code,College_Enrollment_Rate_School,Graduation_Rate_School,Overall_Rating,Transportation_Bus,Transportation_El,Transportation_AmTrack,School_Hours
5006,WALLA WALLA COMMUNITY COLLEGE,WALLA WALLA,WA,99362,7735355475,446,432,1,Y,,,Level 2,34,Red,,08:30 AM-03:30 PM
5372,SOUTH PUGET SOUND COMMUNITY COLLEGE,OLYMPIA,WA,98512,7735351060,250,243,3,Y,,,Level 2+,"4, 47",,,08:45 AM-03:45 PM
5373,LAKE WASHINGTON TECHNICAL COLLEGE,KIRKLAND,WA,98034,7735353285,498,484,1,Y,,,Level 2+,"8, 44, 59","Green, Orange",,08:45 AM-03:45 PM
8155,EVERGREEN STATE COLLEGE (THE),OLYMPIA,WA,98505,7735355065,523,500,1,Y,,,Level 2+,29,Red,,08:00 AM-03:00 PM
8443,ITT TECHNICAL INSTITUTE - SEATTLE,SEATTLE,WA,98168,7735344185,459,429,178,Y,,,Level 1+,"52, 73",Blue,,08:15 AM-03:15 PM
9387,PERRY TECHNICAL INSTITUTE,YAKIMA,WA,98903,7735354050,1148,1073,430,Y,,,Level 1+,"47, 52",Orange,,08:00 AM-03:00 PM
9544,SPOKANE FALLS COMMUNITY COLLEGE,SPOKANE,WA,99224,7735344300,521,503,167,Y,,,Level 2+,"72, 82",,,07:30 AM-02:30 PM
9704,NORTH SEATTLE COMMUNITY COLLEGE,SEATTLE,WA,98103,7735352364,460,380,140,Y,,,Level 1+,"63W, 165",Orange,,08:00 AM-03:00 PM
9706,SOUTH SEATTLE COMMUNITY COLLEGE,SEATTLE,WA,98106,7735357875,849,718,41,Y,,,Level 1+,"52, 79",,SouthWest Service (SWS),7:30 AM - 2:45 PM
9739,GLEN DOW ACAD OF HAIR DESIGN,SPOKANE,WA,99201,7735344391,912,677,156,Y,,,Level 1+,,,,8:45 AM-3:45 PM
10364,WHATCOM COMMUNITY COLLEGE,BELLINGHAM,WA,98226,7735352700,304,293,0,Y,,,Level 1,"8A, 108",Red,Rock Island District (RI),08:30 AM-03:30 PM
11481,DIVERS INSTITUTE OF TECHNOLOGY,SEATTLE,WA,98107,7739388565,315,292,0,Y,,,Level 1+,,,,7:45 AM - 4:00 PM
12259,BATES TECHNICAL COLLEGE,TACOMA,WA,98405,7735350829,331,328,3,Y,,,Level 1,"24, 29, 55, 59",Red,,08:30 AM-03:30 PM
12315,CORNISH COLLEGE OF THE ARTS,SEATTLE,WA,98121,7735340866,723,372,40,N,72.6,83.6,Level 1,"65, 66",Blue,,8:00 AM - 3:15 PM
13022,CITY UNIVERSITY OF SEATTLE,SEATTLE,WA,98121,7735348860,265,226,0,Y,74.6,64.1,Level 2,"12, 60",,,8:30 AM-4:30 PM
13822,TONI & GUY HAIRDRESSING ACADEMY,SHORELINE,WA,98133,7735359100,251,219,33,Y,2.1,,Inability to Rate,,,,9:00 AM - 4:15 PM
13926,GENE JUAREZ BEAUTY SCHOOLS,MOUNTLAKE TERRACE,WA,98043,7735350990,466,454,2,Y,,,Level 2+,"4, 59, 63",Green,,08:15 AM-03:15 PM
14001,RENTON TECHNICAL COLLEGE,RENTON,WA,98056,3122265345,633,521,69,Y,77.2,85.6,Level 1+,"9, 65, 66",,,8:35 AM-4:05 PM
14396,PAROBA COLLEGE OF COSMETOLOGY,EVERETT,WA,98208,7735353070,316,315,1,Y,,,Level 1+,71,Red,,07:50AM-3:00PM
14618,EVERGREEN BEAUTY AND BARBER COLLEGE,BELLEVUE,WA,98007,7732786895,804,718,31,Y,,,Level 1+,,,,7:30 AM- 5:00 PM
15040,EVEREST COLLEGE - EVERETT WA,EVERETT,WA,98208,7735353843,410,399,2,Y,,,Level 1,"24, 87",Red,Rock Island District (RI),08:45 AM-03:45 PM
15562,STYLEMASTERS COLLEGE OF HAIR DESIGN,LONGVIEW,WA,98632,7735357115,650,638,104,Y,,,Level 1,,Orange,,8:15am-3:15pm
15817,PROFESSIONAL BEAUTY SCHOOL,YAKIMA,WA,98902,7735355380,374,230,71,Y,,,Level 1+,,,,7:45 am-2:45 pm
15984,CLOVER PARK TECHNICAL COLLEGE,LAKEWOOD,WA,98499,7735353315,380,376,2,Y,,,Level 2+,"9, 79",,,08:45 AM-03:45 PM
16059,BASTYR UNIVERSITY,KENMORE,WA,98028,7735351204,383,371,2,Y,,,Level 2+,"1, 3, 39",Green,,08:30 AM-03:30 PM
16210,ART INSTITUTE OF SEATTLE,SEATTLE,WA,98121,7739027800,172,158,0,N,8.3,,Inability to Rate,,,,
16227,BELLINGHAM TECHNICAL COLLEGE,BELLINGHAM,WA,98225,7735357360,681,659,411,Y,,,Level 1,,,,7:45 AM-2:45 PM
16856,ACADEMY OF HAIR DESIGN (THE),WENATCHEE,WA,98801,7735341455,1126,1086,458,Y,,,Level 1,"35, 82","Orange, Pink",,07:45 AM-02:45 PM
17065,BJ'S BEAUTY AND BARBER COLLEGE,TACOMA,WA,98409,7735343080,863,810,461,Y,,,Level 1,"76, 85",,,07:45 AM-02:45 PM
21800,NORTHWEST INDIAN COLLEGE,BELLINGHAM,WA,98226,7735355430,233,224,1,Y,29,49.5,Level 2,8A,"Blue, Brown",,9:00 AM - 4:27 PM
22229,INTERNATIONAL AIR & HOSPITALITY ACADEMY,VANCOUVER,WA,98661,7735345505,376,154,52,Y,,,Level 1+,"9, 74, 76",,,08:45 AM-03:45 PM
26021,NORTHWEST COLLEGE OF ART & DESIGN,POULSBO,WA,98370,7735344200,512,488,159,Y,36.2,69.8,Level 2,"74, 76",Blue,Milwaukee District North (MD-N),8:05-4:15
30521,SEATTLE VOCATIONAL INSTITUTE,SEATTLE,WA,98144,7735355010,872,644,80,Y,,,Level 1,"30, 100",Red,Metra Electric District (ME),08:00 AM-03:00 PM
30650,LUCAS MARC ACADEMY,RICHLAND,WA,99352,7735354875,1532,1446,701,Y,,,Level 2+,"47, 53A",,,08:30 AM-03:30 PM
30718,ITT TECHNICAL INSTITUTE,SPOKANE VALLEY,WA,99216,7735343711,989,749,216,Y,,,Level 1,"78, 91",Blue,,8:15/8:45 AM-3:15/3:45 PM
30990,CORTIVA INSTITUTE - SEATTLE,SEATTLE,WA,98109,7735352376,356,324,128,Y,,,Level 1+,"47, 54B",,,08:45 AM-03:45 PM
31395,MONTESSORI SCHOOLS OF WASHINGTON,EVERETT,WA,98203,7735354590,264,256,172,Y,,,Level 2+,,,,8:15 am - 3:15pm
32833,NORTHWEST HVAC/R ASSOCIATION & TRAINING,SPOKANE,WA,99207,7735342480,737,664,322,Y,,,Level 1+,"36, 151",Red,,08:00 AM-03:00 PM
34835,CASCADIA COMMUNITY COLLEGE,BOTHELL,WA,98011,7735354825,767,716,229,Y,,,Level 2+,"50, 60","Orange, Pink",,08:00 AM-03:00 PM
34904,EMIL FRIES PIANO HOSPITAL & TRAININ,VANCOUVER,WA,98661,7735349200,669,609,240,N,,,Level 1+,"21, 24, 62","Green, Red",,7:45 AM-2:45 PM
36894,FAITH EVANGELICAL COLLEGE & SEMINARY,TACOMA,WA,98407,7735343120,1489,1400,488,Y,,,Level 1,"76, 91",,,08:30 AM-03:30 PM
37243,DIGIPEN INSTITUTE OF TECHNOLOGY,REDMOND,WA,98052,7735347000,559,212,53,N,,,Level 1+,"7, 9, 60",Blue,,7:45 AM - 2:45 PM
39173,EVERGREEN BEAUTY AND BARBER COLLEGE,EVERETT,WA,98208,7735342695,683,559,310,N,,,Level 1+,"36, 136, 147, 157",Red,,08:00 AM-03:00 PM
41200,SUNNYSIDE BEAUTY ACADEMY,SUNNYSIDE,WA,98944,7735354530,276,256,90,Y,,,Level 1,,Orange,,7:45 am-2:45 pm
41272,VICTORIA'S ACADEMY OF COSMETOLOGY,KENNEWICK,WA,99336,7735359091,608,608,289,Y,,,Level 2+,"9, 48, 51",,,08:00 AM-03:00 PM
41308,CASCADE BEAUTY COLLEGE,AUBURN,WA,98002,7735359040,389,388,15,Y,,,Level 1,"48, 63",Orange,,08:45 AM-03:45 PM
41328,INLAND MASSAGE INSTITUTE,SPOKANE,WA,99218,7735352290,1152,970,185,Y,,,Level 1+,"62, 62H",,,8:30 AM-3:30 PM
41494,GARY MANUEL AVEDA INSTITUTE,SEATTLE,WA,98122,7735343250,498,480,129,Y,,,Level 2,74,,Milwaukee District West (MD-W),08:30 AM-03:30 PM
41550,NORTHWEST SCHOOL OF WOODEN BOAT BUILDING,PORT HADLOCK,WA,98339,7735342760,688,612,396,Y,,,Level 1,"22, 96",Red,,08:45 AM-03:45 PM
41701,SUMMIT SALON ACADEMY,TACOMA,WA,98409,7735344940,632,614,206,Y,,,Level 2+,"65, 67",Blue,,08:45 AM-03:45 PM
41919,PAUL MITCHELL THE SCHOOL SPOKANE,SPOKANE VALLEY,WA,99037,7735353435,294,269,3,Y,,,Level 2+,"4, 87",,,9:00 AM-4:00 PM
42236,ACADEMY OF INTERACTIVE ENTERTAINMENT,SEATTLE,WA,98109,7732392037,136,126,0,N,,,Level 2,,,,
42310,STUDIO BEAUTY SCHOOL,SPOKANE,WA,99205,7735347205,497,475,279,Y,,,Level 1+,"9, 21, 60",Pink,,7:45 AM - 2:45 PM
42504,FOSBRE ACADEMY OF HAIR DESIGN,OLYMPIA,WA,98501,7735356694,381,369,39,N,,,Level 2,"5, 26, 71",Red,Metra Electric District (ME),07:45 AM-02:45 PM
42529,INTERNATIONAL BEAUTY EDUCATION CENTER,AIRWAY HEIGHTS,WA,99001,7735354580,446,434,186,Y,,,Level 1+,"21, 94",Pink,,09:00 AM-04:00 PM
42580,SEATTLE FILM INSTITUTE,SEATTLE,WA,98119,7735342875,290,281,29,N,65.4,74.3,Level 2+,"78, 81, 136, 144, 145, 146, 148, 151",Red,,9:00 AM - 3:46 PM
,,,,,,,,,,,,,"65, 72",,,7:45 AM-3:00 PM
,,,,,,,,,,,,,"53A, 79",,,08:30 AM-03:30 PM
